ID_Venta,Producto,Precio_Unitario,Cantidad
4818,Silla Gamer,331.78,5
4819,Monitor,346.74,8
4820,Mouse,471.31,8
4821,Webcam,771.82,10
4822,Silla Gamer,62.76,4
4823,Micrófono,478.68,3
4824,Silla Gamer,798.77,7
4825,Teclado,803.82,1
4826,Monitor,341.04,3
4827,Webcam,837.4,10
4828,Teclado,553.04,10
4829,Monitor,145.64,6
4830,Auriculares,224.55,3
4831,Auriculares,283.11,10
4832,Impresora,631.17,1
4833,Mouse,674.06,2
4834,Laptop,27.7,1
4835,Micrófono,728.58,6
4836,Micrófono,189.1,3
4837,Monitor,275.93,2
4838,Micrófono,538.09,6
4839,Router WiFi,771.69,8
4840,Auriculares,301.72,3
4841,Webcam,272.34,9
4842,Teclado,768.62,3
4843,Teclado,365.31,9
4844,Router WiFi,360.74,9
4845,Impresora,542.61,5
4846,Monitor,831.16,3
4847,Auriculares,101.11,1
4848,Teclado,751.52,8
4849,Silla Gamer,416.54,1
4850,Router WiFi,591.98,6
4851,Auriculares,506.25,3
4852,Auriculares,762.95,8
4853,Router WiFi,306.05,6
4854,Mouse,756.72,2
4855,Teclado,132.57,5
4856,Silla Gamer,781.86,2
4857,Monitor,819.08,6
4858,Webcam,611.32,2
4859,Micrófono,521.13,8
4860,Laptop,536.95,10
4861,Silla Gamer,844.1,6
4862,Webcam,179.97,5
4863,Impresora,771.5,1
4864,Auriculares,285.07,3
4865,Laptop,559.82,5
4866,Webcam,393.33,7
4867,Micrófono,54.1,8
4868,Mouse,296.99,1
4869,Teclado,744.72,10
4870,Laptop,630.61,1
4871,Webcam,336.64,8
4872,Silla Gamer,343.06,5
4873,Silla Gamer,299.24,9
4874,Silla Gamer,358.67,6
4875,Teclado,803.57,5
4876,Impresora,180.7,5
4877,Webcam,89.68,8
4878,Mouse,689.44,6
4879,Impresora,764.47,1
4880,Teclado,690.06,2
4881,Monitor,82.3,6
4882,Mouse,148.4,4
4883,Mouse,737.79,1
4884,Laptop,632.16,6
4885,Router WiFi,78.95,10
4886,Auriculares,544.54,6
4887,Mouse,529.23,1
4888,Teclado,186.2,2
4889,Teclado,96.66,2
4890,Laptop,380.08,4
4891,Monitor,62.02,2
4892,Silla Gamer,286.59,9
4893,Monitor,415.85,4
4894,Auriculares,523.33,3
4895,Auriculares,259.73,10
4896,Laptop,388.01,9
4897,Laptop,86.57,4
4898,Webcam,140.0,9
4899,Router WiFi,828.34,2
4900,Mouse,176.8,6
4901,Monitor,155.39,10
4902,Webcam,520.08,9
4903,Webcam,201.76,5
4904,Micrófono,631.28,9
4905,Laptop,564.34,5
4906,Webcam,646.94,2
4907,Laptop,72.64,6
4908,Laptop,535.28,7
4909,Mouse,580.28,8
4910,Laptop,832.03,2
4911,Micrófono,508.94,6
4912,Router WiFi,583.73,2
4913,Router WiFi,238.45,6
4914,Auriculares,317.91,8
4915,Micrófono,435.49,8
4916,Micrófono,473.88,4
4917,Monitor,508.19,1
4918,Micrófono,360.78,8
4919,Micrófono,787.41,7
4920,Auriculares,741.93,8
4921,Auriculares,147.3,7
4922,Silla Gamer,809.16,3
4923,Micrófono,337.3,3
4924,Silla Gamer,324.22,7
4925,Teclado,145.94,3
4926,Monitor,99.27,7
4927,Auriculares,144.99,6
4928,Monitor,38.51,7
4929,Teclado,272.57,9
4930,Webcam,209.64,8
4931,Router WiFi,621.55,7
4932,Silla Gamer,807.25,3
4933,Auriculares,825.33,1
4934,Micrófono,818.97,2
4935,Micrófono,606.85,10
4936,Webcam,138.0,9
4937,Auriculares,687.9,7
4938,Auriculares,31.27,5
4939,Teclado,301.69,5
4940,Router WiFi,376.78,2
4941,Router WiFi,127.99,5
4942,Micrófono,622.4,3
4943,Micrófono,490.0,8
4944,Mouse,35.21,6
4945,Silla Gamer,224.89,6
4946,Monitor,776.37,6
4947,Auriculares,673.93,9
4948,Micrófono,499.88,6
4949,Monitor,769.48,6
4950,Router WiFi,827.02,4
4951,Router WiFi,526.59,4
4952,Auriculares,488.31,1
4953,Micrófono,444.85,2
4954,Silla Gamer,643.53,10
4955,Micrófono,88.03,8
4956,Auriculares,520.95,5
4957,Mouse,393.79,4
4958,Webcam,611.73,6
4959,Laptop,413.94,4
4960,Laptop,292.25,10
4961,Auriculares,487.13,5
4962,Micrófono,423.04,6
4963,Router WiFi,754.0,4
4964,Monitor,815.88,10
4965,Router WiFi,120.46,1
4966,Monitor,455.26,9
4967,Webcam,226.65,7
4968,Silla Gamer,602.38,1
4969,Webcam,237.25,3
4970,Webcam,41.5,7
4971,Mouse,326.64,3
4972,Auriculares,540.3,9
4973,Teclado,513.68,6
4974,Mouse,798.59,8
4975,Webcam,184.75,10
4976,Auriculares,256.99,10
4977,Teclado,288.59,1
4978,Mouse,64.04,6
4979,Impresora,416.73,3
4980,Micrófono,711.31,7
4981,Impresora,41.65,7
4982,Micrófono,348.99,6
4983,Router WiFi,714.85,1
4984,Webcam,289.59,10
4985,Laptop,754.04,1
4986,Teclado,432.98,2
4987,Teclado,146.38,9
4988,Teclado,801.26,4
4989,Mouse,647.24,6
4990,Micrófono,87.9,6
4991,Mouse,429.48,9
4992,Laptop,456.24,7
4993,Teclado,475.69,2
4994,Monitor,392.97,2
4995,Webcam,209.35,1
4996,Impresora,40.62,4
4997,Auriculares,55.71,4
4998,Monitor,809.44,3
4999,Impresora,285.81,7
5000,Silla Gamer,36.49,5
5001,Auriculares,40.03,7
5002,Impresora,76.94,4
5003,Router WiFi,50.4,4
5004,Router WiFi,428.66,6
5005,Mouse,503.5,6
5006,Impresora,766.76,3
5007,Silla Gamer,197.21,9
5008,Laptop,780.56,10
5009,Webcam,241.12,6
5010,Impresora,343.08,4
5011,Router WiFi,233.34,4
5012,Micrófono,766.22,7
5013,Mouse,560.7,8
5014,Laptop,390.52,9
5015,Silla Gamer,190.41,2
5016,Laptop,342.28,2
5017,Monitor,186.72,10
5018,Webcam,712.24,4
5019,Router WiFi,699.72,6
5020,Auriculares,65.65,4
5021,Router WiFi,759.81,5
5022,Monitor,444.96,5
5023,Laptop,200.24,3
5024,Micrófono,191.87,7
5025,Micrófono,400.77,7
5026,Router WiFi,646.57,8
5027,Auriculares,486.26,5
5028,Monitor,85.01,2
5029,Laptop,728.64,10
5030,Laptop,732.37,5
5031,Laptop,272.51,7
5032,Router WiFi,818.77,2
5033,Laptop,326.16,4
5034,Silla Gamer,636.6,6
5035,Mouse,253.02,1
5036,Webcam,660.35,2
5037,Webcam,138.3,8
5038,Monitor,120.43,1
5039,Auriculares,165.49,2
5040,Mouse,622.45,8
5041,Router WiFi,597.62,5
5042,Webcam,39.23,10
5043,Auriculares,73.06,3
5044,Monitor,74.61,7
5045,Laptop,51.36,7
5046,Auriculares,363.01,1
5047,Router WiFi,765.79,2
5048,Webcam,610.07,8
5049,Monitor,686.5,1
5050,Webcam,820.42,4
5051,Monitor,593.27,1
5052,Laptop,745.95,7
5053,Impresora,811.25,8
5054,Monitor,614.77,1
5055,Webcam,322.83,10
5056,Micrófono,399.42,8
5057,Impresora,156.61,6
5058,Impresora,469.6,6
5059,Micrófono,358.51,10
5060,Silla Gamer,329.53,6
5061,Webcam,143.11,8
5062,Impresora,359.2,7
5063,Mouse,520.58,3
5064,Micrófono,788.47,8
5065,Auriculares,646.44,3
5066,Laptop,305.73,3
5067,Router WiFi,304.24,3
5068,Router WiFi,136.37,4
5069,Silla Gamer,88.39,7
5070,Mouse,843.1,9
5071,Laptop,452.0,10
5072,Laptop,232.04,9
5073,Teclado,634.82,6
5074,Auriculares,117.6,6
5075,Impresora,798.61,9
5076,Silla Gamer,202.44,6
5077,Silla Gamer,591.71,2
5078,Monitor,552.4,8
5079,Teclado,713.42,4
5080,Laptop,762.28,9
5081,Mouse,431.76,2
5082,Webcam,221.34,7
5083,Webcam,705.85,9
5084,Mouse,810.75,4
5085,Laptop,33.97,5
5086,Mouse,192.48,2
5087,Mouse,230.97,2
5088,Silla Gamer,805.21,7
5089,Laptop,600.03,5
5090,Micrófono,342.52,4
5091,Webcam,376.38,10
5092,Auriculares,548.04,10
5093,Laptop,584.5,1
5094,Auriculares,285.95,1
5095,Webcam,602.37,7
5096,Impresora,659.8,7
5097,Router WiFi,535.6,6
5098,Auriculares,846.54,7
5099,Laptop,820.07,2
5100,Auriculares,229.91,2
5101,Mouse,224.29,2
5102,Auriculares,335.96,6
5103,Monitor,521.79,8
5104,Laptop,288.64,9
5105,Auriculares,200.35,7
5106,Mouse,29.05,3
5107,Router WiFi,736.98,1
5108,Impresora,389.59,9
5109,Teclado,405.17,10
5110,Silla Gamer,685.98,9
5111,Laptop,230.78,2
5112,Impresora,428.35,8
5113,Webcam,729.37,1
5114,Webcam,519.72,7
5115,Mouse,590.89,2
5116,Monitor,420.92,4
5117,Laptop,342.15,3
5118,Silla Gamer,56.94,3
5119,Monitor,302.93,10
5120,Auriculares,210.46,8
5121,Mouse,104.83,3
5122,Teclado,635.36,10
5123,Router WiFi,40.16,8
5124,Micrófono,680.19,7
5125,Laptop,608.83,6
5126,Impresora,108.8,8
5127,Laptop,252.13,9
5128,Silla Gamer,76.09,2
5129,Webcam,749.49,6
5130,Auriculares,353.8,4
5131,Teclado,121.0,3
5132,Mouse,494.23,4
5133,Auriculares,568.51,9
5134,Micrófono,483.39,8
5135,Mouse,826.79,3
5136,Router WiFi,363.7,9
5137,Laptop,213.38,3
5138,Webcam,131.13,7
5139,Laptop,329.32,9
5140,Laptop,114.14,5
5141,Router WiFi,461.09,5
5142,Teclado,285.87,4
5143,Auriculares,685.91,4
5144,Auriculares,417.7,4
5145,Mouse,163.69,9
5146,Impresora,733.64,2
5147,Teclado,574.51,9
5148,Teclado,735.71,2
5149,Auriculares,446.86,2
5150,Router WiFi,157.31,7
5151,Micrófono,799.17,5
5152,Silla Gamer,70.06,7
5153,Laptop,743.58,7
5154,Laptop,180.46,6
5155,Silla Gamer,394.08,4
5156,Teclado,418.61,9
5157,Silla Gamer,557.03,3
5158,Monitor,517.95,5
5159,Auriculares,662.55,7
5160,Router WiFi,46.17,2
5161,Impresora,90.96,3
5162,Laptop,327.38,7
5163,Webcam,406.27,6
5164,Webcam,715.06,10
5165,Micrófono,783.99,8
5166,Impresora,425.6,10
5167,Impresora,787.42,10
5168,Router WiFi,569.46,10
5169,Teclado,410.27,2
5170,Auriculares,830.42,9
5171,Impresora,532.39,2
5172,Webcam,542.98,5
5173,Webcam,514.17,4
5174,Micrófono,790.21,6
5175,Monitor,490.57,6
5176,Webcam,179.83,6
5177,Impresora,581.99,5
5178,Webcam,516.93,4
5179,Router WiFi,760.09,3
5180,Webcam,178.26,6
5181,Impresora,479.68,4
5182,Auriculares,503.64,3
5183,Mouse,622.27,5
5184,Monitor,191.36,6
5185,Teclado,757.37,8
5186,Micrófono,224.5,8
5187,Webcam,794.92,8
5188,Impresora,304.03,5
5189,Router WiFi,80.34,2
5190,Silla Gamer,695.78,7
5191,Laptop,75.77,5
5192,Auriculares,398.17,9
5193,Router WiFi,702.46,9
5194,Router WiFi,369.72,5
5195,Laptop,835.69,8
5196,Router WiFi,110.26,7
5197,Silla Gamer,280.56,3
5198,Teclado,122.58,1
5199,Laptop,724.07,5
5200,Mouse,476.02,5
5201,Teclado,671.5,7
5202,Monitor,53.67,10
5203,Laptop,28.69,6
5204,Router WiFi,618.1,5
5205,Silla Gamer,220.38,4
5206,Router WiFi,521.83,5
5207,Impresora,314.12,4
5208,Teclado,39.56,10
5209,Micrófono,653.63,3
5210,Silla Gamer,189.21,10
5211,Laptop,813.18,2
5212,Router WiFi,635.44,5
5213,Auriculares,123.95,4
5214,Silla Gamer,204.02,8
5215,Router WiFi,158.06,3
5216,Monitor,252.6,1
5217,Monitor,577.89,7
5218,Router WiFi,735.46,7
5219,Auriculares,197.72,2
5220,Mouse,359.78,8
5221,Auriculares,145.39,7
5222,Router WiFi,643.94,1
5223,Impresora,655.87,4
5224,Auriculares,383.13,9
5225,Micrófono,287.98,8
5226,Impresora,531.78,8
5227,Router WiFi,191.14,3
5228,Mouse,519.59,7
5229,Teclado,674.98,4
5230,Monitor,281.45,7
5231,Webcam,227.1,5
5232,Monitor,335.62,8
5233,Laptop,590.62,10
5234,Monitor,556.56,2
5235,Auriculares,612.7,1
5236,Silla Gamer,495.26,6
5237,Silla Gamer,37.52,7
5238,Auriculares,775.57,2
5239,Silla Gamer,232.21,4
5240,Webcam,324.95,5
5241,Auriculares,151.8,4
5242,Router WiFi,556.17,10
5243,Impresora,693.31,1
5244,Silla Gamer,323.27,4
5245,Mouse,607.74,3
5246,Mouse,531.63,9
5247,Laptop,228.45,9
5248,Webcam,396.8,5
5249,Teclado,733.48,5
5250,Teclado,210.76,5
5251,Teclado,452.78,4
5252,Mouse,536.19,10
5253,Teclado,259.88,8
5254,Silla Gamer,763.72,4
5255,Laptop,691.31,4
5256,Router WiFi,612.25,2
5257,Mouse,243.94,3
5258,Impresora,123.59,8
5259,Impresora,652.39,3
5260,Teclado,463.7,3
5261,Monitor,674.02,6
5262,Teclado,656.95,9
5263,Laptop,436.5,1
5264,Silla Gamer,132.57,1
5265,Auriculares,149.98,3
5266,Monitor,736.12,6
5267,Router WiFi,670.9,8
5268,Monitor,398.33,2
5269,Monitor,155.11,10
5270,Laptop,76.2,7
5271,Teclado,20.98,8
5272,Impresora,683.93,7
5273,Impresora,470.18,7
5274,Impresora,408.02,9
5275,Micrófono,673.58,10
5276,Silla Gamer,644.72,9
5277,Silla Gamer,159.11,8
5278,Teclado,688.91,4
5279,Mouse,518.63,6
5280,Webcam,116.45,7
5281,Silla Gamer,332.72,6
5282,Laptop,281.73,4
5283,Laptop,199.53,3
5284,Auriculares,739.04,3
5285,Webcam,349.67,3
5286,Laptop,768.36,8
5287,Webcam,424.76,8
5288,Auriculares,329.08,4
5289,Auriculares,128.81,1
5290,Monitor,807.58,2
5291,Webcam,331.13,6
5292,Auriculares,775.74,7
5293,Mouse,517.33,6
5294,Impresora,478.6,1
5295,Auriculares,76.77,6
5296,Monitor,278.24,9
5297,Teclado,29.68,2
5298,Teclado,638.67,9
5299,Webcam,70.24,9
5300,Monitor,544.27,6
5301,Laptop,392.86,6
5302,Router WiFi,402.77,10
5303,Micrófono,257.13,1
5304,Impresora,506.85,8
5305,Auriculares,380.44,9
5306,Laptop,573.87,9
5307,Router WiFi,440.68,3
5308,Silla Gamer,294.69,8
5309,Webcam,140.05,4
5310,Mouse,532.81,5
5311,Silla Gamer,203.41,1
5312,Webcam,30.56,3
5313,Monitor,367.96,4
5314,Silla Gamer,684.45,3
5315,Silla Gamer,474.82,5
5316,Monitor,20.97,2
5317,Teclado,733.76,5
5318,Auriculares,674.11,4
5319,Auriculares,780.51,3
5320,Auriculares,115.37,8
5321,Micrófono,532.74,6
5322,Auriculares,814.17,5
5323,Router WiFi,484.39,6
5324,Micrófono,457.93,10
5325,Impresora,587.39,10
5326,Monitor,208.36,1
5327,Silla Gamer,421.96,6
5328,Impresora,270.12,7
5329,Laptop,811.21,5
5330,Webcam,108.94,3
5331,Impresora,206.22,4
5332,Monitor,406.14,3
5333,Mouse,599.67,9
5334,Micrófono,363.2,7
5335,Silla Gamer,491.03,5
5336,Mouse,221.89,10
5337,Auriculares,808.21,2
5338,Micrófono,789.64,1
5339,Silla Gamer,357.62,7
5340,Teclado,364.51,1
5341,Micrófono,799.16,2
5342,Webcam,216.23,8
5343,Silla Gamer,509.18,7
5344,Silla Gamer,725.96,5
5345,Monitor,527.57,3
5346,Micrófono,152.71,6
5347,Router WiFi,333.47,2
5348,Mouse,88.68,1
5349,Teclado,469.27,8
5350,Mouse,796.49,3
5351,Laptop,22.23,3
5352,Laptop,131.36,6
5353,Micrófono,573.65,2
5354,Laptop,157.71,5
5355,Micrófono,103.53,10
5356,Mouse,841.18,10
5357,Laptop,702.69,4
5358,Teclado,765.5,8
5359,Mouse,242.52,5
5360,Router WiFi,715.5,2
5361,Router WiFi,256.73,2
5362,Auriculares,523.92,5
5363,Teclado,554.89,9
5364,Mouse,432.77,4
5365,Webcam,47.1,6
5366,Teclado,597.61,8
5367,Micrófono,810.88,5
5368,Webcam,563.22,7
5369,Silla Gamer,690.68,4
5370,Webcam,573.82,4
5371,Monitor,403.59,3
5372,Laptop,86.49,10
5373,Mouse,143.15,8
5374,Teclado,144.51,2
5375,Webcam,660.28,6
5376,Router WiFi,219.2,8
5377,Silla Gamer,360.9,9
5378,Router WiFi,271.76,4
5379,Auriculares,565.45,6
5380,Teclado,345.05,6
5381,Mouse,61.12,5
5382,Silla Gamer,175.44,8
5383,Auriculares,567.24,7
5384,Micrófono,393.9,6
5385,Silla Gamer,567.3,10
5386,Teclado,26.68,3
5387,Webcam,365.82,8
5388,Micrófono,143.55,3
5389,Monitor,446.36,8
5390,Webcam,774.01,3
5391,Silla Gamer,52.43,1
5392,Micrófono,611.28,10
5393,Micrófono,300.52,2
5394,Auriculares,661.28,9
5395,Monitor,195.78,6
5396,Impresora,247.59,7
5397,Impresora,845.7,10
5398,Router WiFi,183.83,1
5399,Auriculares,821.21,10
5400,Impresora,261.5,8
5401,Laptop,256.76,1
5402,Silla Gamer,509.92,2
5403,Auriculares,709.44,7
5404,Auriculares,779.66,10
5405,Router WiFi,212.3,6
5406,Router WiFi,205.62,5
5407,Webcam,760.89,1
5408,Monitor,575.63,10
5409,Webcam,348.39,1
5410,Impresora,210.87,4
5411,Auriculares,218.97,1
5412,Silla Gamer,60.17,2
5413,Webcam,465.03,9
5414,Silla Gamer,34.07,5
5415,Router WiFi,571.38,8
5416,Router WiFi,197.74,9
5417,Webcam,668.01,4
5418,Silla Gamer,486.2,6
5419,Teclado,473.17,4
5420,Laptop,589.46,2
5421,Micrófono,557.7,8
5422,Laptop,103.1,5
5423,Teclado,566.51,5
5424,Silla Gamer,154.92,7
5425,Monitor,626.06,6
5426,Mouse,655.9,5
5427,Webcam,849.23,9
5428,Mouse,83.8,3
5429,Mouse,728.93,1
5430,Monitor,75.3,5
5431,Teclado,114.65,8
5432,Micrófono,121.35,9
5433,Auriculares,444.7,8
5434,Router WiFi,251.63,2
5435,Micrófono,675.76,6
5436,Teclado,342.63,4
5437,Impresora,805.26,1
5438,Router WiFi,688.53,2
5439,Mouse,155.28,6
5440,Teclado,454.09,9
5441,Monitor,418.05,6
5442,Laptop,303.02,7
5443,Silla Gamer,106.51,9
5444,Silla Gamer,196.86,4
5445,Router WiFi,549.93,10
5446,Mouse,831.17,4
5447,Auriculares,483.46,8
5448,Silla Gamer,288.1,6
5449,Monitor,767.92,1
5450,Auriculares,176.7,10
5451,Micrófono,34.72,6
5452,Micrófono,365.6,1
5453,Micrófono,736.39,2
5454,Teclado,720.62,10
5455,Impresora,486.75,2
5456,Router WiFi,133.26,8
5457,Impresora,847.78,6
5458,Mouse,539.51,1
5459,Micrófono,224.83,9
5460,Silla Gamer,264.21,2
5461,Laptop,800.37,3
5462,Webcam,697.93,3
5463,Webcam,302.82,7
5464,Mouse,830.34,6
5465,Mouse,434.32,5
5466,Silla Gamer,39.38,5
5467,Micrófono,173.95,2
5468,Teclado,794.03,10
5469,Router WiFi,727.72,6
5470,Mouse,99.53,5
5471,Micrófono,284.85,2
5472,Teclado,499.2,10
5473,Mouse,212.77,5
5474,Webcam,719.33,9
5475,Impresora,778.72,2
5476,Impresora,797.18,9
5477,Webcam,773.19,5
5478,Mouse,764.06,1
5479,Webcam,783.59,7
5480,Mouse,566.88,5
5481,Laptop,134.19,2
5482,Router WiFi,23.83,8
5483,Laptop,410.19,6
5484,Silla Gamer,470.6,5
5485,Teclado,511.2,9
5486,Monitor,88.61,3
5487,Teclado,559.06,10
5488,Mouse,544.41,1
5489,Auriculares,201.89,3
5490,Teclado,633.29,9
5491,Monitor,842.39,1
5492,Impresora,747.24,10
5493,Monitor,429.64,4
5494,Laptop,377.38,10
5495,Silla Gamer,180.35,9
5496,Webcam,306.41,7
5497,Router WiFi,362.28,10
5498,Webcam,244.2,10
5499,Mouse,607.58,5
5500,Router WiFi,433.82,2
5501,Silla Gamer,511.1,5
5502,Teclado,499.37,10
5503,Mouse,823.73,4
5504,Teclado,611.04,4
5505,Monitor,639.12,2
5506,Silla Gamer,130.92,4
5507,Webcam,817.27,10
5508,Laptop,561.86,2
5509,Laptop,363.79,6
5510,Monitor,391.79,3
5511,Mouse,742.03,6
5512,Silla Gamer,335.03,9
5513,Webcam,388.75,4
5514,Teclado,192.23,6
5515,Monitor,742.99,4
5516,Auriculares,426.54,5
5517,Silla Gamer,61.14,1
5518,Silla Gamer,405.5,1
5519,Laptop,641.98,9
5520,Webcam,189.79,2
5521,Webcam,137.35,5
5522,Teclado,374.42,1
5523,Auriculares,673.01,9
5524,Mouse,507.57,6
5525,Webcam,555.54,8
5526,Monitor,592.23,5
5527,Auriculares,820.68,5
5528,Teclado,419.43,8
5529,Teclado,34.74,4
5530,Auriculares,339.89,9
5531,Impresora,553.58,3
5532,Mouse,242.8,6
5533,Impresora,232.12,2
5534,Webcam,736.38,9
5535,Webcam,640.38,1
5536,Mouse,491.52,2
5537,Monitor,766.92,5
5538,Monitor,649.79,9
5539,Router WiFi,497.54,9
5540,Teclado,541.65,9
5541,Laptop,144.32,1
5542,Micrófono,658.73,9
5543,Silla Gamer,492.18,1
5544,Auriculares,181.13,2
5545,Webcam,619.18,7
5546,Webcam,598.54,5
5547,Router WiFi,186.16,7
5548,Router WiFi,489.91,6
5549,Mouse,336.02,10
5550,Monitor,759.85,6
5551,Laptop,732.89,6
5552,Auriculares,650.78,9
5553,Micrófono,430.06,7
5554,Impresora,34.15,2
5555,Mouse,489.86,3
5556,Monitor,361.61,1
5557,Monitor,408.41,9
5558,Mouse,105.72,9
5559,Auriculares,617.15,4
5560,Monitor,201.94,2
5561,Laptop,233.48,10
5562,Silla Gamer,120.39,5
5563,Router WiFi,759.47,4
5564,Mouse,303.54,4
5565,Router WiFi,119.14,5
5566,Router WiFi,466.38,4
5567,Laptop,415.82,5
5568,Impresora,159.22,1
5569,Auriculares,699.06,4
5570,Silla Gamer,757.53,2
5571,Mouse,438.82,4
5572,Router WiFi,251.1,7
5573,Micrófono,796.72,8
5574,Impresora,598.47,1
5575,Mouse,834.97,10
5576,Laptop,574.68,4
5577,Teclado,703.42,4
5578,Laptop,628.78,4
5579,Monitor,184.64,5
5580,Auriculares,71.39,8
5581,Monitor,534.28,1
5582,Mouse,623.22,4
5583,Micrófono,541.33,5
5584,Silla Gamer,148.34,2
5585,Teclado,413.93,1
5586,Teclado,331.55,9
5587,Teclado,588.92,7
5588,Mouse,90.95,3
5589,Monitor,81.3,7
5590,Mouse,381.45,3
5591,Webcam,613.22,9
5592,Impresora,809.44,10
5593,Router WiFi,838.04,8
5594,Teclado,708.79,10
5595,Impresora,569.05,4
5596,Auriculares,373.36,10
5597,Auriculares,252.35,5
5598,Router WiFi,198.35,1
5599,Monitor,357.53,7
5600,Impresora,406.57,2
5601,Router WiFi,116.29,3
5602,Laptop,211.29,9
5603,Mouse,485.63,7
5604,Router WiFi,612.18,3
5605,Laptop,450.66,9
5606,Monitor,684.01,4
5607,Laptop,442.73,10
5608,Impresora,755.0,4
5609,Impresora,479.16,6
5610,Impresora,466.94,5
5611,Webcam,296.29,3
5612,Teclado,57.06,8
5613,Monitor,136.53,4
5614,Mouse,450.66,10
5615,Auriculares,79.83,9
5616,Mouse,633.19,6
5617,Auriculares,157.23,5
5618,Micrófono,45.38,1
5619,Laptop,664.38,1
5620,Laptop,89.96,3
5621,Router WiFi,87.82,4
5622,Auriculares,812.03,2
5623,Auriculares,671.31,9
5624,Micrófono,68.04,10
5625,Laptop,617.81,6
5626,Micrófono,335.29,2
5627,Impresora,556.67,5
5628,Webcam,152.78,9
5629,Teclado,519.08,10
5630,Impresora,416.46,8
5631,Impresora,776.46,2
5632,Teclado,166.44,5
5633,Impresora,536.78,1
5634,Micrófono,335.63,1
5635,Impresora,381.51,1
5636,Laptop,518.14,1
5637,Webcam,756.14,7
5638,Micrófono,549.25,2
5639,Micrófono,621.69,5
5640,Impresora,145.04,7
5641,Router WiFi,122.6,7
5642,Teclado,682.98,9
5643,Monitor,843.24,6
5644,Laptop,324.63,3
5645,Router WiFi,332.2,1
5646,Impresora,613.71,8
5647,Laptop,358.29,4
5648,Silla Gamer,520.54,10
5649,Impresora,402.55,6
5650,Laptop,661.94,9
5651,Teclado,124.95,1
5652,Webcam,686.55,2
5653,Silla Gamer,230.46,9
5654,Mouse,759.81,9
5655,Laptop,237.76,5
5656,Teclado,475.17,8
5657,Auriculares,751.71,4
5658,Impresora,181.5,4
5659,Impresora,558.44,7
5660,Webcam,221.67,2
5661,Teclado,599.06,10
5662,Webcam,623.43,9
5663,Router WiFi,556.32,5
5664,Silla Gamer,267.64,1
5665,Monitor,750.87,3
5666,Micrófono,620.32,9
5667,Silla Gamer,198.12,5
5668,Webcam,88.74,1
5669,Silla Gamer,262.69,7
5670,Teclado,315.05,6
5671,Webcam,739.93,1
5672,Teclado,355.42,4
5673,Micrófono,302.81,3
5674,Webcam,179.68,1
5675,Mouse,410.69,5
5676,Silla Gamer,678.33,5
5677,Impresora,498.62,9
5678,Impresora,781.46,1
5679,Monitor,627.41,6
5680,Monitor,482.33,9
5681,Impresora,168.7,5
5682,Micrófono,623.02,3
5683,Auriculares,527.18,1
5684,Micrófono,51.68,1
5685,Webcam,218.84,4
5686,Monitor,825.85,6
5687,Monitor,708.58,5
5688,Router WiFi,282.17,2
5689,Silla Gamer,625.47,3
5690,Mouse,95.29,10
5691,Auriculares,457.51,2
5692,Impresora,60.64,4
5693,Monitor,513.24,4
5694,Auriculares,200.54,7
5695,Micrófono,850.53,1
5696,Silla Gamer,730.41,2
5697,Mouse,783.0,10
5698,Impresora,432.98,6
5699,Silla Gamer,99.65,9
5700,Silla Gamer,667.38,9
5701,Laptop,29.36,3
5702,Monitor,701.79,1
5703,Router WiFi,109.15,7
5704,Mouse,477.05,10
5705,Impresora,788.14,4
5706,Silla Gamer,297.76,8
5707,Webcam,626.14,10
5708,Mouse,818.08,7
5709,Laptop,753.23,4
5710,Silla Gamer,326.04,6
5711,Teclado,756.22,2
5712,Webcam,521.86,2
5713,Impresora,551.42,10
5714,Webcam,110.9,5
5715,Monitor,212.63,9
5716,Auriculares,305.32,1
5717,Router WiFi,136.18,7
5718,Monitor,162.18,3
5719,Monitor,524.25,9
5720,Teclado,81.54,8
5721,Webcam,298.87,7
5722,Mouse,97.09,1
5723,Webcam,128.51,9
5724,Silla Gamer,801.72,1
5725,Micrófono,544.11,6
5726,Monitor,429.41,7
5727,Silla Gamer,382.07,1
5728,Impresora,596.6,2
5729,Teclado,374.72,1
5730,Laptop,804.36,1
5731,Impresora,755.43,6
5732,Silla Gamer,350.89,10
5733,Mouse,699.98,1
5734,Silla Gamer,148.39,8
5735,Mouse,286.57,4
5736,Mouse,811.78,4
5737,Webcam,765.86,6
5738,Laptop,699.34,9
5739,Impresora,172.82,10
5740,Mouse,423.61,8
5741,Silla Gamer,654.21,3
5742,Router WiFi,195.62,9
5743,Webcam,261.67,1
5744,Mouse,221.56,9
5745,Laptop,679.75,8
5746,Monitor,305.03,4
5747,Auriculares,737.07,9
5748,Impresora,133.86,1
5749,Monitor,214.62,6
5750,Router WiFi,621.66,1
5751,Mouse,574.46,8
5752,Laptop,523.51,1
5753,Impresora,326.32,10
5754,Router WiFi,608.11,5
5755,Webcam,497.27,1
5756,Auriculares,844.26,10
5757,Teclado,355.07,10
5758,Router WiFi,538.54,7
5759,Router WiFi,496.13,7
5760,Webcam,710.04,10
5761,Router WiFi,640.06,8
5762,Mouse,758.93,5
5763,Teclado,465.03,6
5764,Router WiFi,339.49,10
5765,Monitor,142.53,10
5766,Mouse,265.0,9
5767,Webcam,493.45,4
